"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-RC","DNA-LINE-LTR-RC-tandem_repeat","DNA-LINE-LTR-RC-Unknown","DNA-LINE-LTR-tandem_repeat-Unknown","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-tandem_repeat","DNA-LINE-RC-tandem_repeat-Unknown","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-tandem_repeat-Unknown","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-RC-tandem_repeat","DNA-LTR-RC-tandem_repeat-Unknown","DNA-LTR-RC-Unknown","DNA-LTR-tandem_repeat","DNA-LTR-tandem_repeat-Unknown","DNA-LTR-Unknown","DNA-RC","DNA-RC-Simple","DNA-RC-Simple-tandem_repeat","DNA-RC-Simple-tandem_repeat-Unknown","DNA-RC-Simple-Unknown","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-rRNA","DNA-Satellite-tandem_repeat","DNA-Simple-tandem_repeat","DNA-Simple-tandem_repeat-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC","LINE-LTR-RC-tandem_repeat","LINE-LTR-RC-tandem_repeat-Unknown","LINE-LTR-RC-Unknown","LINE-LTR-Simple","LINE-LTR-Simple-tandem_repeat","LINE-LTR-Simple-tandem_repeat-Unknown","LINE-LTR-Simple-Unknown","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-Simple-Unknown","LINE-RC-tandem_repeat","LINE-RC-tandem_repeat-Unknown","LINE-RC-Unknown","LINE-rRNA","LINE-Satellite","LINE-Satellite-tandem_repeat","LINE-Satellite-tandem_repeat-Unknown","LINE-Simple","LINE-Simple-tandem_repeat","LINE-Simple-tandem_repeat-Unknown","LINE-Simple-Unknown","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-Satellite","LTR-RC-Simple","LTR-RC-Simple-tandem_repeat","LTR-RC-Simple-tandem_repeat-Unknown","LTR-RC-Simple-Unknown","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-rRNA","LTR-Satellite","LTR-Simple","LTR-Simple-tandem_repeat","LTR-Simple-tandem_repeat-Unknown","LTR-Simple-Unknown","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-Satellite","RC-Satellite-tandem_repeat","RC-Satellite-tandem_repeat-Unknown","RC-Satellite-Unknown","RC-Simple","RC-Simple-tandem_repeat","RC-Simple-tandem_repeat-Unknown","RC-Simple-Unknown","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-Satellite","rRNA-Satellite-tandem_repeat","rRNA-tandem_repeat","Satellite","Satellite-tandem_repeat","Satellite-tandem_repeat-Unknown","Satellite-tRNA","Satellite-tRNA-Unknown","Satellite-Unknown","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","snRNA","snRNA-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"contig_327",585842,234534,6236,20,2,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,619,NA,NA,NA,NA,NA,NA,99,77,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA,207,NA,685,43207,123,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,83,379,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,180,1,320,107488,628,NA,NA,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,NA,4746,2806,12979,12367,NA,NA,NA,NA,NA,NA,NA,NA,1369,1073,4446,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105537,NA,21891,NA,22605
"contig_253",5246450,3211803,127626,488,NA,NA,NA,NA,NA,78,1,NA,NA,100,NA,NA,528,1916,20,NA,NA,37,10,140,1402,2657,65,43,NA,NA,121,17,701,NA,NA,NA,NA,1888,855,14037,406412,8943,550,39,NA,53,NA,NA,NA,NA,145,261,669,1388,NA,5,73,545,NA,NA,NA,NA,NA,NA,NA,NA,6968,611,12579,614812,5352,NA,NA,NA,NA,NA,1167,945,3221,NA,NA,100,134,128,78,17224,9091,62899,108859,NA,NA,NA,NA,223,32,21,446,8293,8496,22875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,127,NA,219,NA,NA,254855,NA,30437,NA,292247
"contig_37",285466,56271,7450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,239,127,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,258,69,2360,41854,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,507,104049,10,NA,NA,NA,NA,NA,NA,NA,461,NA,NA,NA,NA,NA,NA,4253,2822,26705,2790,NA,NA,NA,NA,NA,NA,NA,NA,310,96,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,4810,NA,2976,NA,24729
"contig_235",929425,351206,19464,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,467,16,NA,NA,NA,21,NA,20,224,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,267,NA,2008,124733,17782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,2178,269146,703,NA,NA,NA,NA,NA,389,NA,126,NA,NA,NA,NA,NA,NA,9167,4873,27926,19500,NA,NA,NA,NA,NA,NA,NA,NA,3395,832,4609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,21,NA,NA,NA,NA,28618,NA,2854,NA,37970
"contig_322",2768473,1070932,64048,124,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,779,540,8,NA,NA,NA,25,NA,464,1176,45,43,NA,NA,22,NA,367,NA,NA,16,NA,1391,1894,2623,281673,7721,63,NA,NA,2,NA,NA,NA,NA,518,844,1991,1185,NA,6,NA,1072,NA,NA,NA,NA,19,22,NA,NA,6669,782,13086,738140,5695,NA,NA,NA,NA,NA,399,525,4508,NA,NA,56,51,66,59,20758,12134,109454,72902,NA,NA,NA,NA,160,35,NA,102,9957,2493,15366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,63,39,NA,NA,107659,NA,19605,NA,187922
"contig_109",1534844,550487,67068,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,119,95,NA,NA,1,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,953,1296,4520,176527,5275,133,NA,NA,261,NA,NA,NA,NA,59,171,770,420,NA,NA,NA,139,NA,NA,NA,NA,59,19,NA,NA,518,39,4686,341424,1833,NA,NA,NA,NA,NA,NA,263,792,NA,NA,60,NA,NA,103,8296,4889,49524,121652,NA,NA,NA,NA,NA,NA,NA,NA,5659,2962,26795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,36859,NA,20080,NA,99619
"contig_5",432611,149005,13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,1497,81256,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,1077,NA,NA,NA,NA,NA,NA,NA,292,NA,687,34256,40,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,422,2078,10405,7549,NA,NA,NA,NA,NA,NA,NA,NA,694,NA,841,2564,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,1,NA,NA,69043,NA,29683,NA,26302
"contig_102",1366059,457056,46414,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193,NA,NA,NA,9,NA,NA,4126,603,NA,NA,21,32,174,16,143,NA,NA,NA,NA,3352,7222,9371,118064,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,140,NA,NA,NA,119,78,1,11,NA,NA,NA,NA,NA,2458,135,2646,365443,3537,NA,NA,NA,NA,NA,639,156,2019,16,7,NA,NA,NA,NA,10229,3234,46551,19918,NA,NA,NA,NA,26,36,NA,51,6417,10135,4765,23435,97,115,3211,604,1241,NA,NA,NA,NA,33,22,NA,NA,NA,NA,104528,NA,33116,NA,71604
"contig_144",30230,6637,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3,NA,NA,NA,NA,NA,219,105,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,177,7390,991,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,152,6129,402,NA,NA,NA,NA,NA,488,72,7,NA,NA,NA,NA,NA,NA,NA,53,1095,3420,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,300,NA,1390
"contig_304",680532,349228,22417,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,1630,46871,1136,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,397,702,156416,3,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,5388,2181,19537,3529,NA,NA,NA,NA,NA,NA,NA,NA,385,169,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,31635,NA,5213,NA,32038
"contig_297",743283,367182,13429,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,96,13,NA,NA,5,NA,NA,570,82,NA,NA,NA,NA,NA,35,132,NA,NA,NA,NA,242,NA,2766,67350,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,210,NA,NA,NA,NA,60,21,NA,NA,300,NA,1212,151983,763,NA,NA,NA,NA,NA,35,NA,138,NA,NA,NA,NA,NA,NA,5545,1514,15068,8561,NA,NA,NA,NA,NA,NA,18,31,1023,647,3313,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,4,72,NA,NA,67427,NA,4998,NA,27533
"contig_310",1048126,108068,1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,265,NA,NA,NA,NA,34,NA,93,NA,NA,NA,NA,NA,NA,1385,36955,189,6,NA,NA,NA,NA,NA,NA,NA,391,267,270,121,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11523,260,274,75097,325,NA,NA,NA,NA,NA,439,123,447,NA,NA,NA,NA,51,NA,26318,4461,8755,14531,NA,NA,NA,NA,NA,NA,NA,NA,267,102,2223,NA,NA,NA,NA,NA,4252,968,NA,NA,NA,NA,NA,33,NA,NA,NA,692632,NA,31010,NA,23755
"contig_159",24817190,23341140,61885,139,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,2,129,NA,NA,NA,NA,NA,267,2740,96,67,NA,NA,372,159,197,NA,NA,NA,NA,873,480,6190,50187,1864,135,34,675,486,NA,NA,NA,NA,NA,649,548,1602,NA,25,6,441,NA,NA,NA,NA,8,203,NA,NA,1574,1038,4616,83343,4566,NA,NA,NA,NA,NA,4777,1812,1916,NA,NA,120,119,161,NA,6128,2071,14821,69681,NA,NA,NA,NA,76,119,NA,104,18065,7347,12375,NA,NA,NA,NA,5998,1111,33,NA,NA,512,1312,781,31,81,1544,NA,726523,NA,70054,371,302336
"contig_49",1811356,603324,106538,217,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,664,1530,88,NA,NA,11,NA,NA,525,1508,NA,NA,NA,NA,437,NA,247,NA,NA,NA,NA,2225,351,10662,159309,4623,NA,NA,273,193,NA,NA,NA,NA,338,NA,247,276,NA,29,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,1505,205,5338,395925,4180,NA,36,NA,NA,102,303,716,1502,NA,NA,76,NA,88,111,11508,4291,47087,109722,NA,NA,NA,NA,52,35,NA,102,20450,1694,23841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,260,100,67,NA,NA,143330,NA,21411,NA,123082
"contig_2",26452731,23800832,98494,158,NA,126,36,NA,NA,27,87,NA,NA,50,NA,NA,5,194,255,36,35,287,NA,NA,157,3854,94,53,NA,NA,1402,255,520,2,NA,12,2,1726,444,10462,70910,895,NA,50,NA,910,NA,NA,NA,NA,402,252,175,3196,NA,2332,4,1123,633,NA,NA,NA,28,93,140,NA,2876,1742,8393,124874,5183,NA,NA,NA,NA,NA,3820,3776,3353,NA,NA,14,97,NA,NA,9221,3531,14348,112003,NA,NA,NA,NA,41,14,44,92,23192,7241,22789,1473,NA,NA,NA,8475,2366,54,86,NA,1991,2385,2312,912,582,NA,NA,1566555,NA,166037,29,352082
"contig_1",27325990,25294325,122331,983,3,NA,NA,NA,5,9,22,NA,NA,106,NA,NA,170,946,363,11,66,116,18,2,330,5826,224,153,2,NA,886,292,1068,NA,NA,NA,NA,3544,828,14283,103672,1287,43,783,270,594,NA,22,338,25,532,926,833,3108,NA,81,24,1111,NA,NA,NA,NA,NA,NA,6,NA,2987,970,4891,146738,7657,NA,34,17,NA,NA,8640,2696,3525,NA,NA,72,112,150,18,13688,3287,24415,122793,211,28,NA,NA,271,232,75,291,29115,8849,24210,NA,NA,NA,NA,2901,710,481,126,NA,789,4526,2398,575,543,202,NA,901506,63,125010,629,318992
"contig_152",1390486,594270,158161,268,NA,NA,NA,NA,NA,NA,206,NA,NA,50,NA,NA,NA,532,205,5,30,16,57,1275,1127,3357,NA,NA,NA,NA,519,441,1498,NA,NA,NA,NA,6541,4917,35686,38019,1844,NA,NA,NA,NA,NA,NA,NA,NA,145,130,131,637,NA,206,357,313,NA,NA,NA,NA,NA,NA,NA,NA,207,806,2289,148824,1908,NA,5,NA,59,220,1477,1162,2371,NA,NA,253,NA,NA,NA,4845,1407,14740,72158,NA,NA,NA,NA,56,94,61,207,12739,4588,12149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,21,NA,NA,NA,NA,95030,NA,26515,NA,135266
"contig_56",5031397,4530498,31562,75,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,7,222,20,NA,48,340,NA,NA,73,3245,NA,NA,21,32,606,262,436,NA,NA,NA,NA,493,662,4671,62146,700,183,27,129,103,NA,NA,NA,NA,1,429,643,568,NA,NA,236,860,NA,NA,NA,NA,NA,NA,NA,NA,369,595,2399,23836,4074,NA,18,NA,NA,51,1862,1177,2104,NA,NA,NA,NA,NA,NA,2410,1295,4911,45199,209,35,NA,NA,62,92,NA,53,13710,4439,12448,NA,NA,NA,NA,1939,28,NA,NA,NA,NA,165,223,37,74,1314,NA,145898,NA,15061,NA,105959
"contig_319",928192,333850,26761,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,6569,NA,NA,NA,NA,64,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,543,108140,2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,9,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,4432,138,2144,221289,578,NA,NA,NA,NA,NA,378,15,242,NA,NA,NA,NA,NA,NA,12372,2118,27751,27238,NA,NA,NA,NA,NA,NA,NA,NA,973,175,3822,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,46335,NA,32221,NA,67162
"contig_162",35736,19837,3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,234,NA,NA,NA,NA,817,201,NA,NA,NA,NA,NA,54,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,341,NA,NA,NA,NA,NA,60,836,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,4647,608,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,NA,17,NA,2140
"contig_119",44668,30150,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,1,1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,141,498,3092,NA,NA,NA,NA,36,NA,NA,102,43,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,NA,NA,NA,1423
"contig_287",1932047,676470,57234,125,NA,NA,NA,NA,NA,1,79,70,NA,52,NA,NA,960,104,NA,NA,NA,NA,NA,NA,276,862,31,22,22,33,57,8,86,NA,NA,NA,NA,1899,135,5538,240223,8995,1024,NA,NA,24,23,19,NA,22,660,133,732,455,NA,307,123,668,NA,NA,NA,NA,NA,NA,NA,NA,2343,310,8507,560591,3491,3,NA,NA,NA,NA,586,564,2409,NA,NA,12,9,NA,28,19379,5553,57906,74970,112,NA,NA,NA,74,22,NA,NA,5901,363,6909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,180,34,70,NA,NA,42372,NA,11699,NA,130166
"contig_293",907300,417271,27388,20,NA,NA,NA,NA,NA,53,NA,NA,5,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,541,166,NA,NA,21,32,NA,29,116,NA,NA,NA,NA,489,6,3616,92816,1695,9,NA,102,156,NA,NA,NA,NA,95,230,729,112,NA,NA,34,210,NA,NA,NA,NA,NA,79,NA,NA,3664,1754,2801,196726,1444,NA,NA,NA,NA,NA,69,160,1787,NA,NA,NA,NA,NA,NA,3869,2974,42064,13539,NA,NA,NA,NA,31,18,4,NA,681,6408,2463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,61,NA,NA,NA,NA,18787,NA,7402,NA,54543
"contig_324",258167,86688,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,23,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,4,NA,1057,43169,1079,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,83,7,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,484,NA,1931,77389,238,NA,18,NA,NA,56,11,NA,67,NA,NA,NA,NA,NA,NA,1577,685,6224,9183,NA,NA,NA,NA,NA,NA,NA,NA,112,877,1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,36,NA,NA,NA,NA,5510,NA,3230,NA,15906
"contig_88",85887,48701,2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,418,357,7377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,11147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,96,NA,8048
"contig_39",317809,61102,15128,830,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,159,NA,NA,11,NA,NA,NA,NA,NA,NA,164,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,81,25557,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1302,NA,982,77078,1100,NA,NA,NA,NA,NA,NA,510,872,NA,NA,NA,NA,NA,NA,1609,1170,12675,2487,NA,NA,NA,NA,NA,NA,NA,NA,393,248,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78297,NA,4927,NA,28145
"contig_338",1756874,1267038,47493,1785,NA,NA,NA,47,NA,49,1,3,NA,75,5,NA,8,120,5,NA,NA,18,7,NA,76,508,NA,NA,22,31,109,NA,242,NA,NA,NA,NA,1545,293,4184,65947,754,NA,NA,130,79,NA,NA,NA,NA,91,NA,250,647,NA,28,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,1381,NA,1462,81411,1680,NA,NA,NA,NA,NA,362,950,507,NA,NA,NA,NA,NA,NA,4495,517,11759,48521,NA,NA,NA,NA,NA,NA,NA,NA,9217,2571,6490,NA,NA,NA,NA,546,NA,NA,NA,NA,NA,18,3,226,134,NA,NA,116722,NA,9553,NA,66531
"contig_25",555560,176920,28082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,392,NA,NA,NA,NA,NA,43,104,294,NA,NA,NA,NA,151,NA,122,NA,NA,NA,NA,417,79,2470,55248,723,NA,NA,NA,9,NA,NA,NA,NA,42,NA,8,469,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,675,82,208,120318,1187,NA,NA,NA,NA,NA,NA,82,866,NA,NA,NA,NA,NA,NA,5409,1397,14168,63227,NA,NA,NA,NA,NA,NA,NA,NA,14591,2726,6329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,30,NA,NA,12732,NA,2980,NA,42554
"contig_140",1676781,575293,34888,65,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576,NA,NA,NA,13,75,60,1083,75,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,600,127,3043,141318,3380,NA,NA,NA,159,NA,NA,NA,NA,206,140,1347,700,NA,109,358,103,NA,NA,NA,NA,NA,NA,NA,NA,5477,6384,11819,326954,4005,NA,NA,NA,NA,NA,691,147,1510,NA,NA,NA,NA,61,33,14788,5658,49397,23230,NA,NA,NA,NA,NA,NA,NA,52,3067,2185,7228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,32,NA,NA,NA,NA,325906,NA,22824,NA,99241
"contig_320",595648,313327,15447,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,36,NA,25,NA,NA,NA,NA,150,NA,1122,55421,432,11,NA,NA,NA,NA,NA,NA,NA,NA,129,103,1079,NA,31,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,427,5,1695,129170,203,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,1795,1311,10108,2972,NA,NA,NA,NA,NA,NA,NA,NA,647,84,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20203,NA,1951,NA,35080
"contig_285",775444,367655,5931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,98581,1825,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,79,561,157995,1362,NA,NA,NA,NA,NA,10,NA,29,NA,NA,NA,NA,NA,NA,2930,821,13906,32194,NA,NA,NA,NA,18,17,23,65,6825,263,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,84,NA,NA,26886,NA,6730,NA,47040
"contig_294",92677,48482,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18318,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,287,12254,420,NA,18,NA,NA,50,46,NA,240,NA,NA,NA,NA,NA,NA,204,227,1400,1290,NA,NA,NA,NA,NA,NA,NA,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,NA,740,NA,5984
"contig_12",579792,180966,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,NA,NA,NA,NA,NA,NA,5,92,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,207,2,965,61450,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,284,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,2917,675,1159,170283,1663,NA,NA,NA,NA,NA,507,214,459,NA,NA,60,65,NA,NA,5029,2035,17399,7959,NA,NA,NA,NA,NA,NA,NA,NA,712,30979,3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31261,NA,7891,NA,32798
"contig_84",95150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3899,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59386,NA,31814,NA,NA
"contig_35",319734,139598,3130,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,4,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,34,35512,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,546,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066,NA,608,82749,353,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,1523,2329,15086,1775,NA,NA,NA,NA,35,NA,NA,98,NA,NA,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16723,NA,2438,NA,12952
