"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-tandem_repeat","DNA-LINE-tandem_repeat","DNA-LTR","DNA-LTR-tandem_repeat","DNA-LTR-Unknown","DNA-RC","DNA-Satellite","DNA-tandem_repeat","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-rRNA","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-Unknown","LINE-rRNA","LINE-rRNA-tandem_repeat","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-tandem_repeat","LTR-rRNA","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-tandem_repeat","RC-Unknown","rRNA","rRNA-tandem_repeat","Satellite","Satellite-tandem_repeat","Simple","Simple-tandem_repeat","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"NW_001845821.1 211000022278446 ",1945,29.974293059126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5089974293059,NA,NA,NA,11.5167095115681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846035.1 211000022278244 ",1540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8051948051948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1948051948052,NA,NA,NA,NA
"NW_001847294.1 211000022278576 ",1001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8531468531469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1468531468531,NA,NA,NA,NA
"NW_001845261.1 211000022278768 ",3477,42.2490652861662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1207937877481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03307448950244,NA,NA,NA,9.86482599942479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73224043715847,NA,NA,NA,NA
"NW_001847006.1 211000022279592 ",1069,32.6473339569691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.133769878391,NA,NA,NA,14.2188961646398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846389.1 211000022278943 ",1241,20.5479452054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8420628525383,NA,NA,NA,12.2481869460113,3.70668815471394,7.65511684125705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846123.1 211000022279749 ",1424,24.5084269662921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4831460674157,NA,NA,NA,12.0084269662921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845117.1 211000022280607 ",4785,5.76802507836991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0971786833856,NA,NA,NA,3.13479623824451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845203.1 211000022278945 ",3864,0.025879917184265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6004140786749,NA,NA,NA,4.37370600414079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845046.1 211000022280476 ",6900,13.2173913043478,19.3913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847152.1 211000022278970 ",1035,0.0966183574879227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9033816425121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845027.1 211000022279146 ",12856,62.321095208463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4766645924082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202240199128811,NA,NA,NA,NA
"NW_001846562.1 211000022279358 ",1185,0.0843881856540084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.915611814346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846167.1 211000022279890 ",1381,1.44822592324403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.551774076756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846717.1 211000022279361 ",1142,0.612959719789842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3870402802102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846519.1 211000022280345 ",1197,0.0835421888053467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9164578111946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847099.1 211000022278641 ",1047,0.382043935052531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8233046800382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7946513849093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846884.1 211000022280079 ",1101,3.45140781108084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5485921889192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845000.1 211000022278217 ",14687,59.8896983727106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8583781575543,NA,NA,NA,0.129366106080207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122557363654933,NA,NA,NA,NA
"NW_001846555.1 chrX 211000022278355 ",1186,0.168634064080944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5548060708263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27655986509275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846535.1 chr3CEN 211000022278171 ",1193,14.5850796311819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4786253143336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9362950544845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846784.1 211000022278123 ",1126,0.088809946714032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9573712255773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9538188277087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846193.1 211000022278413 ",1366,26.207906295754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.203513909224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83016105417277,NA,NA,33.9677891654466,NA,NA,NA,20.5710102489019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219619326500732,NA,NA,NA,NA
"NW_001846419.1 211000022278136 ",1232,25.8928571428571,17.3701298701299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2792207792208,NA,NA,NA,18.4253246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03246753246753,NA,NA,NA,NA
"NW_001847154.1 chrY 211000022278538 ",1035,0.0966183574879227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2125603864734,1.15942028985507,NA,NA,19.0338164251208,NA,NA,50.2415458937198,NA,NA,NA,NA,NA,NA,NA,NA,1.256038647343,NA,NA,NA,NA
"NW_001846293.1 211000022279723 ",1290,17.7519379844961,82.2480620155039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845234.1 211000022280026 ",3622,13.583655438984,30.3975704030922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79458862506902,0.248481501932634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1104362230812,NA,NA,NA,3.86526780784097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846336.1 211000022278580 ",1270,0.078740157480315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4094488188976,NA,NA,NA,5.51181102362205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846498.1 211000022278729 ",1205,0.4149377593361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7759336099585,NA,NA,NA,5.80912863070539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846059.1 211000022278182 ",1504,0.0664893617021277,NA,NA,NA,NA,NA,18.2845744680851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6489361702128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847193.1 211000022278898 ",1025,0.195121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0731707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845128.1 chr2CEN 211000022280652 ",4581,41.3446845666885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.171141672124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4841737611875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846764.1 211000022278445 ",1130,7.52212389380531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4778761061947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845037.1 211000022278215 ",8346,49.8682003354901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7440690150971,5.73927630002396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2650371435418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383417205847112,NA,NA,NA,NA
"NW_001845546.1 211000022278282 ",2511,79.3707686180804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5539625647153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0752688172043,NA,NA,NA,NA
"NW_001845449.1 211000022278794 ",2783,14.5167085878548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1706791232483,10.3126122888969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846348.1 211000022279015 ",1263,0.237529691211401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7624703087886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001844978.1 211000022279893 ",12034,68.1485790260927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5938175170351,NA,NA,NA,0.257603456872195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846786.1 211000022279407 ",1125,0.0888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1111111111111,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847018.1 211000022279149 ",1064,0.093984962406015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.906015037594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846387.1 211000022280678 ",1242,0.402576489533011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7181964573269,NA,NA,NA,NA,NA,24.8792270531401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846163.1 211000022279737 ",1384,0.0722543352601156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9277456647399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846471.1 211000022280691 ",1213,0.0824402308326463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9175597691674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846573.1 211000022280194 ",1182,10.9983079526227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7715736040609,NA,NA,NA,1.01522842639594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21489001692047,NA,NA,NA,NA
"NW_001846159.1 211000022280346 ",1386,61.038961038961,24.7474747474747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2135642135642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846929.1 211000022280065 ",1087,1.74793008279669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2520699172033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847175.1 211000022278588 ",1030,0.0970873786407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9029126213592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846209.1 211000022278757 ",1347,0.148478099480327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8515219005197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845502.1 chr3CEN 211000022280137 ",2611,50.9000382995021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0999617004979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846781.1 chrY 211000022278959 ",1126,6.12788632326821,30.0177619893428,0.266429840142096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5879218472469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845835.1 211000022278304 ",1928,8.24688796680498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7966804979253,NA,NA,NA,2.9045643153527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0518672199170125,NA,NA,NA,NA
"NW_001846948.1 211000022278573 ",1082,11.645101663586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1367837338262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2181146025878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846965.1 chrX 211000022278524 ",1078,45.0834879406308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9165120593692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845517.1 chrX; Y 211000022279190 ",2575,1.12621359223301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9514563106796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9029126213592,NA,NA,NA,6.01941747572816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845467.1 chrX 211000022278921 ",2698,0.0370644922164566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9629355077835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845882.1 chr3CEN 211000022279139 ",1849,0.108166576527853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5219037317469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3699296917252,NA,NA,NA,NA
"NW_001846678.1 211000022280056 ",1152,0.0868055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9131944444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846061.1 211000022278594 ",1502,12.4500665778961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5499334221039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846651.1 211000022278946 ",1158,2.59067357512953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.706390328152,NA,NA,NA,9.15371329879102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54922279792746,NA,NA,NA,NA
"NW_001846544.1 211000022278668 ",1190,18.655462184874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7226890756302,NA,NA,NA,0.504201680672269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1176470588235,NA,NA,NA,NA
"NW_001846274.1 chr2CEN 211000022278894 ",1303,0.997697620874904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0023023791251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846880.1 211000022280150 ",1102,14.3375680580762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6624319419238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846231.1 chrY 211000022279550 ",1333,0.0750187546886722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4981245311328,7.42685671417855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847003.1 211000022279742 ",1069,13.1898971000935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1459307764266,NA,NA,NA,10.6641721234799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846275.1 chrY 211000022278722 ",1303,27.6285495011512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8411358403684,NA,NA,NA,3.53031465848043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846481.1 211000022279185 ",1210,2.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845184.1 211000022280448 ",4006,1.34797803295057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7748377433849,NA,0.274588117823265,NA,NA,NA,NA,NA,0.649026460309536,NA,NA,NA,NA,79.2810783824264,NA,NA,NA,1.67249126310534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846863.1 211000022279923 ",1106,0.0904159132007233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9095840867993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847001.1 211000022279430 ",1070,0.0934579439252337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9065420560748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846746.1 211000022278221 ",1135,40.5286343612335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1850220264317,20.2643171806167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0220264317181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846135.1 211000022278949 ",1412,0.0708215297450425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6742209631728,NA,NA,NA,NA,2.62039660056657,17.6345609065156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847247.1 211000022278258 ",1013,0.0987166831194472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3622902270484,NA,NA,NA,NA,4.93583415597236,23.395853899309,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2073050345508,NA,NA,NA,NA
"NW_001845528.1 chr3CEN 211000022279191 ",2549,0.0392310710082385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2899176147509,NA,NA,NA,NA,NA,10.6708513142409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845377.1 chrX 211000022279608 ",2937,54.4092611508342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8236295539666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9271365338781,NA,NA,NA,NA,1.63432073544433,8.20565202587674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847024.1 chrX 211000022278534 ",1063,0.0940733772342427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51552210724365,15.7102539981185,NA,NA,NA,NA,NA,NA,78.8334901222954,NA,NA,0.376293508936971,NA,NA,NA,0.470366886171214
